user_id,movie_id,rating
23,41,5.0
23,45,5.0
23,143,4.0
23,63,2.0
23,64,3.5
23,42,4.0
23,112,3.0
23,111,2.5
23,60,5.0
23,38,4.0
23,2,2.0
23,90,2.5
23,146,2.5
23,6,5.0
23,36,2.5
23,87,5.0
23,118,1.0
24,93,4.0
24,117,4.0
24,31,4.5
24,135,4.5
24,126,2.5
24,125,3.5
24,33,3.5
24,9,1.5
24,128,5.0
24,41,2.5
24,91,3.5
24,115,4.5
24,22,1.0
24,138,2.0
24,109,1.0
24,64,2.5
24,129,3.0
24,77,3.5
24,112,2.5
24,122,3.0
24,113,3.0
24,37,4.5
25,128,5.0
25,45,2.5
25,118,4.5
25,55,2.5
25,145,3.5
25,129,3.5
25,47,2.0
25,117,4.5
25,51,5.0
25,87,1.5
25,99,1.5
25,122,4.0
25,4,3.0
25,32,1.5
25,110,2.0
25,78,3.5
25,71,5.0
25,9,2.5
25,52,4.5
25,127,3.0
25,5,4.5
25,57,2.0
25,139,1.0
25,8,4.0
25,115,4.0
25,39,1.0
25,114,4.5
25,31,5.0
25,75,4.5
25,113,2.5
26,91,4.0
26,128,5.0
26,92,4.5
26,76,5.0
26,107,4.0
26,66,4.0
26,49,5.0
26,69,1.5
26,27,5.0
26,118,5.0
26,34,5.0
26,26,4.0
26,33,4.0
26,124,3.5
26,45,3.0
26,101,3.0
26,126,2.5
26,15,1.0
26,116,3.5
26,40,2.5
26,30,5.0
26,102,3.0
26,133,1.5
26,38,2.5
26,84,3.0
26,37,1.5
26,82,4.0
26,90,4.5
26,89,4.0
26,25,3.0
26,103,2.0
26,99,2.0
26,100,2.0
26,14,2.0
26,65,4.0
27,64,3.0
27,103,2.5
27,32,3.0
27,129,2.0
27,80,5.0
27,102,2.0
27,120,3.0
27,147,2.5
27,31,3.0
27,41,2.0
27,34,4.0
27,36,2.5
27,85,5.0
27,146,3.5
27,82,5.0
27,88,5.0
27,123,2.5
27,135,2.5
27,27,4.0
27,118,3.5
27,44,2.5
27,69,1.5
27,111,2.5
27,37,1.5
27,48,3.0
27,81,5.0
27,83,5.0
27,76,4.5
27,89,5.0
27,61,3.0
28,29,5.0
28,96,1.5
28,109,1.5
28,88,4.5
28,140,1.0
28,75,4.0
28,39,2.5
28,71,1.5
28,50,2.0
28,31,4.5
28,8,3.0
28,49,5.0
28,107,1.5
28,4,2.0
28,65,3.5
28,93,5.0
28,89,3.5
28,117,5.0
28,120,4.0
28,19,3.5
28,33,3.5
28,67,2.0
28,61,1.5
28,27,5.0
28,122,2.5
28,135,3.5
28,3,2.0
28,116,3.0
28,145,3.5
28,133,2.0
28,83,3.5
28,15,3.5
28,128,5.0
28,91,4.0
28,92,3.0
28,64,2.0
28,80,2.5
29,141,4.0
29,97,3.5
29,18,3.0
29,129,3.5
29,70,5.0
29,22,3.0
29,25,1.5
29,104,2.0
29,8,3.0
29,48,3.0
29,66,2.5
29,62,2.0
29,72,5.0
29,47,3.5
29,5,4.5
29,85,1.5
29,54,5.0
29,17,3.5
29,2,3.5
29,44,3.0
30,73,2.5
30,82,5.0
30,23,5.0
30,52,1.5
30,146,4.0
30,5,1.5
30,75,3.0
30,114,4.0
30,49,2.5
30,80,5.0
30,144,2.5
30,79,3.0
30,13,2.0
30,136,1.5
30,35,2.5
30,81,5.0
30,21,5.0
30,67,2.5
30,132,2.0
30,143,3.0
30,34,4.0
30,118,2.5
30,74,2.5
30,38,2.0
30,117,2.0
30,62,4.0
30,24,5.0
30,44,2.0
30,9,3.0
30,25,5.0
30,89,5.0
30,88,5.0
30,50,1.0
30,64,2.0
30,63,3.5
30,99,3.0
30,84,5.0
30,65,3.5
30,122,3.0
31,90,3.5
31,55,2.0
31,107,4.5
31,132,2.5
31,139,3.5
31,65,3.0
31,120,2.0
31,53,3.0
31,141,4.5
31,15,3.5
31,145,1.5
31,14,2.0
31,97,5.0
31,6,5.0
31,117,3.5
31,94,5.0
31,137,5.0
31,21,3.5
31,45,4.5
31,61,5.0
31,9,4.0
32,16,5.0
32,76,2.0
32,19,4.0
32,126,2.5
32,89,2.0
32,39,4.5
32,136,3.0
32,13,5.0
32,83,4.0
32,111,4.0
32,8,3.5
32,94,1.5
32,9,1.5
32,73,2.5
32,38,3.0
32,105,4.0
32,14,3.5
32,138,4.0
32,132,4.5
32,22,2.0
32,46,3.0
32,90,2.0
32,110,2.5
32,66,3.5
32,18,3.5
32,147,2.0
32,67,5.0
32,131,5.0
32,68,5.0
32,134,5.0
32,12,5.0
32,140,3.5
32,50,3.0
32,56,2.5
32,69,2.5
33,64,4.5
33,100,2.5
33,146,5.0
33,69,3.5
33,15,3.0
33,74,3.5
33,20,3.0
33,110,3.5
33,71,5.0
33,106,2.5
33,126,3.5
33,83,3.5
33,79,2.0
33,111,4.0
33,122,2.5
33,6,2.0
33,73,4.5
33,36,2.5
33,125,3.5
33,88,1.0
33,32,1.5
33,53,5.0
33,101,3.0
33,35,4.5
33,129,4.0
33,112,3.5
33,29,3.0
33,46,2.0
33,142,3.0
34,61,5.0
34,12,4.5
34,43,3.5
34,144,5.0
34,38,4.0
34,35,2.0
34,91,4.5
34,79,1.0
34,92,4.0
34,60,5.0
34,124,2.0
34,22,4.0
34,64,2.0
34,102,5.0
34,133,2.0
34,59,5.0
34,9,4.5
34,28,4.5
34,104,5.0
34,45,5.0
34,107,4.0
35,55,4.0
35,71,5.0
35,70,5.0
35,52,5.0
35,51,5.0
35,45,3.5
35,26,2.5
35,126,2.0
35,78,3.5
35,22,3.5
35,99,2.5
35,123,4.5
35,42,3.0
35,2,2.5
35,8,3.0
35,112,3.5
35,146,5.0
35,110,4.0
35,12,4.0
35,76,3.0
35,111,3.0
35,54,5.0
35,84,1.0
35,145,3.0
35,41,2.0
35,30,4.5
36,10,4.0
36,106,5.0
36,91,1.5
36,115,4.0
36,122,4.5
36,110,2.5
36,78,4.0
36,51,4.0
36,142,3.5
36,79,3.5
36,99,1.0
36,65,1.0
36,147,2.0
36,26,4.0
36,31,4.0
36,74,3.5
36,70,5.0
36,76,3.5
36,8,4.0
36,59,2.0
36,98,5.0
36,94,1.5
36,118,4.0
36,88,2.0
36,73,4.0
36,83,3.0
36,16,3.5
36,46,4.0
36,72,4.5
36,127,3.5
36,101,3.5
36,15,4.0
36,34,2.0
36,112,2.5
36,121,3.5
36,50,4.0
36,56,4.0
36,130,3.5
36,111,3.0
36,68,3.0
36,52,4.5
36,5,4.0
36,20,4.5
37,133,2.5
37,26,3.5
37,131,4.0
37,121,5.0
37,83,4.5
37,81,2.0
37,86,2.5
37,98,3.0
37,3,3.0
37,142,4.5
37,75,5.0
37,114,4.0
37,56,5.0
37,2,3.0
37,71,5.0
37,66,4.0
37,53,5.0
37,45,2.5
37,72,5.0
37,143,4.5
37,29,3.0
37,52,4.0
37,50,5.0
37,87,2.5
37,140,2.0
37,44,3.0
37,105,2.5
37,5,3.0
37,39,2.5
38,139,3.5
38,96,3.5
38,22,3.5
38,49,5.0
38,140,5.0
38,13,3.5
38,61,5.0
38,142,4.0
38,143,4.5
38,97,4.5
38,74,3.0
38,105,5.0
38,6,5.0
38,26,1.5
38,95,5.0
38,42,4.0
38,60,5.0
38,138,5.0
38,125,2.5
38,84,3.0
38,107,5.0
38,46,3.5
38,41,5.0
38,137,4.5
38,126,3.5
38,144,5.0
38,38,4.5
38,141,3.0
38,91,4.5
38,66,3.0
39,17,3.5
39,35,4.0
39,123,4.0
39,56,4.5
39,41,1.5
39,70,5.0
39,120,3.0
39,130,4.0
39,11,1.5
39,77,3.0
39,69,3.0
39,85,2.5
39,67,3.5
39,57,2.5
39,78,3.0
39,71,5.0
39,121,5.0
39,113,3.0
39,52,3.5
39,119,5.0
39,125,3.0
39,25,1.5
39,48,3.0
39,112,3.5
39,39,1.0
39,100,3.5
39,32,2.0
39,72,4.0
39,142,3.0
39,51,4.5
40,26,3.0
40,43,4.0
40,132,5.0
40,1,2.5
40,39,5.0
40,71,2.5
40,40,5.0
40,38,5.0
40,53,3.5
40,36,5.0
40,67,4.5
40,103,3.0
40,76,2.5
40,18,3.5
40,126,2.0
40,35,2.0
40,111,4.0
40,112,5.0
40,61,1.5
40,7,1.5
40,105,5.0
40,124,3.5
40,16,4.0
40,116,2.5
40,131,4.0
40,102,3.5
40,99,2.5
40,66,4.0
40,93,3.0
40,135,2.0
40,14,3.0
40,139,3.5
40,65,3.0
40,101,4.5
40,129,5.0
40,146,3.0
40,24,2.0
40,123,4.0
40,134,4.5
41,43,3.0
41,86,5.0
41,68,2.5
41,136,1.5
41,44,2.5
41,92,5.0
41,11,3.5
41,141,3.5
41,144,4.0
41,99,3.5
41,75,1.5
41,32,2.5
41,112,3.0
41,98,2.5
41,33,3.0
41,72,1.5
41,74,2.5
41,115,3.0
41,89,4.5
41,90,5.0
41,41,3.5
41,60,4.0
41,9,3.5
41,106,2.5
41,67,1.5
41,37,2.0
41,30,1.5
41,34,2.0
41,13,3.0
41,105,3.5
41,59,4.5
41,65,2.0
42,15,1.0
42,17,2.0
42,19,2.5
42,144,1.0
42,91,1.5
42,90,2.5
42,145,3.0
42,12,5.0
42,142,4.0
42,28,2.5
42,93,3.0
42,64,4.5
42,59,3.5
42,137,2.0
42,20,4.5
42,147,1.5
42,58,2.0
42,98,1.5
42,8,4.5
42,135,2.0
42,84,3.0
42,106,4.0
42,78,2.5
42,102,4.0
42,67,5.0
42,36,3.5
42,129,5.0
42,5,2.0
42,2,3.5
42,21,4.0
42,9,2.0
42,87,2.5
42,103,3.0
42,86,4.0
42,55,2.0
42,105,3.0
42,88,3.0
42,29,2.0
42,82,4.5
42,131,5.0
42,104,2.0
42,70,2.5
42,49,3.5
42,16,5.0
43,77,1.5
43,25,1.0
43,90,1.0
43,118,4.0
43,122,3.0
43,48,4.5
43,79,4.0
43,70,5.0
43,97,5.0
43,32,1.0
43,144,3.0
43,15,4.0
43,123,2.5
43,87,3.0
43,40,1.0
43,112,4.5
43,13,1.0
43,116,3.5
43,86,1.5
43,17,3.0
43,12,3.0
43,46,4.0
43,131,3.5
43,114,2.5
43,104,3.0
43,45,4.0
43,106,5.0
43,141,4.5
43,14,4.0
43,50,4.5
43,35,3.0
43,56,3.5
44,28,2.5
44,41,5.0
44,45,4.5
44,94,5.0
44,68,2.5
44,43,4.0
44,138,5.0
44,60,5.0
44,70,1.5
44,61,5.0
44,38,4.0
44,104,5.0
44,71,1.5
44,6,5.0
44,144,5.0
44,123,3.0
44,103,5.0
44,137,5.0
44,140,5.0
44,59,5.0
44,95,5.0
44,19,2.5
44,97,4.5
44,110,2.0
44,106,3.5
44,56,2.0
44,73,2.5
44,87,4.5
44,139,4.0
44,129,3.5
44,121,2.5
45,16,5.0
45,106,5.0
45,139,3.5
45,64,5.0
45,133,1.0
45,13,5.0
45,5,2.5
45,110,4.0
45,116,3.0
45,128,2.5
45,8,4.0
45,119,3.5
45,55,3.5
45,45,3.0
45,21,1.5
45,146,3.5
45,125,3.0
45,101,4.5
45,112,3.5
45,109,4.5
45,129,5.0
45,24,2.5
45,1,3.5
45,90,1.5
45,52,3.5
45,49,2.5
45,9,2.5
45,134,5.0
45,47,3.0
45,144,1.5
45,141,4.0
45,20,5.0
45,104,3.0
45,80,1.5
46,135,3.0
46,134,5.0
46,103,2.5
46,136,2.0
46,64,5.0
46,1,3.0
46,8,3.5
46,13,4.5
46,12,5.0
46,51,2.5
46,108,1.5
46,123,5.0
46,91,1.5
46,16,5.0
46,115,2.0
46,52,2.5
46,2,5.0
46,40,3.5
46,47,3.5
46,125,3.0
46,117,2.5
46,107,5.0
46,124,3.0
46,106,4.5
46,24,2.5
46,102,3.5
46,68,5.0
46,66,4.5
46,74,2.5
46,19,4.5
46,139,4.5
46,42,5.0
46,46,3.5
46,133,2.5
46,83,2.0
46,86,2.5
46,57,2.0
46,127,2.0
46,131,5.0
46,72,4.0
46,143,3.0
46,85,3.0
46,43,3.0
46,76,1.5
47,51,5.0
47,42,1.5
47,147,2.5
47,103,1.5
47,9,2.5
47,11,2.5
47,4,3.0
47,83,5.0
47,13,1.0
47,136,4.0
47,137,1.0
47,76,3.5
47,85,3.5
47,48,2.5
47,107,1.5
47,17,4.0
47,15,2.5
47,50,5.0
47,2,1.5
47,66,3.5
47,101,3.0
47,117,2.5
47,87,3.5
48,5,4.0
48,17,5.0
48,6,2.0
48,49,3.5
48,74,4.0
48,53,2.5
48,83,4.5
48,72,3.0
48,103,2.0
48,101,3.0
48,48,3.5
48,52,4.0
48,86,3.5
48,89,2.5
48,47,3.0
48,106,4.0
48,98,4.0
48,20,2.5
48,66,4.5
48,130,3.5
48,127,5.0
48,25,3.5
48,75,5.0
48,64,3.5
48,2,3.5
48,134,3.0
48,69,3.0
48,143,3.5
49,87,5.0
49,23,5.0
49,82,5.0
49,14,2.0
49,43,2.5
49,29,2.5
49,85,5.0
49,101,2.0
49,15,2.5
49,116,3.5
49,118,2.5
49,54,2.0
49,63,2.5
49,21,5.0
49,122,1.5
49,131,1.5
49,109,2.0
49,83,4.5
49,145,3.5
49,33,4.5
49,19,3.0
49,50,2.0
49,49,1.0
49,2,2.0
49,84,5.0
49,35,4.0
49,24,5.0
49,11,3.5
49,58,3.0
49,52,1.5
49,88,5.0
49,94,4.0
49,60,3.5
49,120,3.5
49,97,1.0
49,86,4.5
49,1,2.5
49,7,2.0
50,61,5.0
50,136,1.5
50,62,3.5
50,93,4.5
50,1,3.5
50,96,5.0
50,103,4.0
50,85,4.0
50,121,2.5
50,100,1.0
50,47,3.5
50,144,5.0
50,140,5.0
50,105,3.5
50,95,5.0
50,36,1.5
50,91,4.5
50,107,5.0
50,88,3.5
50,137,4.5
50,18,4.0
50,87,5.0
50,65,3.5
50,29,2.5
50,131,3.5
50,81,3.5
50,7,5.0
50,6,5.0
50,78,3.5
50,33,2.5
50,102,4.5
50,115,2.0
50,41,5.0
50,90,4.0
50,26,2.0
50,46,4.0
50,138,5.0
50,79,2.0
50,135,2.5
51,134,3.0
51,117,3.5
51,58,2.0
51,70,5.0
51,114,3.5
51,50,5.0
51,118,3.0
51,52,5.0
51,14,5.0
51,8,3.0
51,147,2.0
51,126,3.0
51,128,2.5
51,141,4.0
51,66,2.5
51,21,2.5
51,71,5.0
51,37,1.5
51,137,2.0
51,1,3.5
51,24,1.5
51,44,4.0
51,34,2.0
51,39,1.0
51,90,2.0
51,80,2.5
51,129,4.5
51,78,4.0
51,99,1.0
51,55,3.5
51,27,2.5
51,143,4.0
51,87,2.5
51,47,3.5
51,67,3.5
52,133,1.0
52,130,3.5
52,102,2.0
52,33,4.5
52,63,3.0
52,30,5.0
52,22,3.0
52,54,4.0
52,84,2.0
52,52,3.0
52,90,3.0
52,42,1.5
52,50,2.0
52,118,5.0
52,128,5.0
52,47,2.5
52,83,4.5
52,38,1.5
52,9,3.0
52,113,2.5
52,27,5.0
52,72,4.0
52,28,5.0
52,17,4.5
52,56,3.5
53,112,4.5
53,121,2.5
53,137,2.0
53,71,3.0
53,96,1.5
53,76,4.0
53,126,3.5
53,65,3.0
53,123,3.0
53,142,2.5
53,35,4.5
53,109,2.5
53,115,3.5
53,138,3.0
53,133,2.5
53,84,2.0
53,85,2.5
53,25,1.5
53,145,3.5
53,36,2.5
53,111,3.0
53,120,4.0
53,66,4.5
53,30,2.5
53,27,2.0
53,127,5.0
53,75,5.0
53,15,3.0
53,110,3.0
53,128,5.0
53,46,3.0
53,28,3.0
53,14,3.5
53,68,3.5
53,70,3.0
53,51,3.5
53,37,2.0
53,41,1.5
53,135,3.5
53,20,3.0
53,146,4.0
53,45,4.0
54,94,4.0
54,140,4.5
54,117,2.5
54,84,1.5
54,23,2.5
54,83,2.5
54,11,2.5
54,59,5.0
54,51,2.0
54,40,5.0
54,102,5.0
54,127,3.0
54,111,4.5
54,78,4.5
54,6,5.0
54,105,5.0
54,79,2.5
54,39,5.0
54,43,5.0
54,65,3.0
54,93,2.5
54,56,2.5
54,64,2.0
54,60,3.0
54,7,3.5
54,123,2.5
54,38,5.0
54,104,5.0
54,100,3.0
54,101,2.5
54,95,4.0
55,4,2.5
55,62,2.0
55,110,4.0
55,134,3.0
55,109,1.5
55,69,2.5
55,145,5.0
55,6,2.5
55,146,4.5
55,125,4.5
55,136,2.5
